id,class,method,allPerm,dangerousPerm,permTag
521,android.telecom.TelecomManager,showInCallScreen,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>
 Requires that the method-caller be set as the system dialer app or have the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code> permission.
 </p>
<code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code>"
522,android.telecom.TelecomManager,silenceRinger,MODIFY_PHONE_STATE;,,"
<p>
 Requires permission: <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code> or that the
 app fills the dialer role (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telecom/TelecomManager#getDefaultDialerPackage()"">getDefaultDialerPackage()</a></code>).
 
 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code></p>"
523,android.telecom.TelecomManager,startConference,CALL_PHONE;,CALL_PHONE;,"
<code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#CALL_PHONE"">Manifest.permission.CALL_PHONE</a></code>"
524,android.telephony.CarrierConfigManager,getConfig,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Requires Permission:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code>, or the calling app
 has carrier privileges (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges()</a></code>).

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
525,android.telephony.CarrierConfigManager,getConfigByComponentForSubId,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Requires Permission:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code>, or the calling app
 has carrier privileges (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges()</a></code>).

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
526,android.telephony.CarrierConfigManager,getConfigForSubId,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Requires Permission:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code>, or the calling app
 has carrier privileges (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges()</a></code>).

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
527,android.telephony.CarrierConfigManager,notifyConfigChangedForSubId,MODIFY_PHONE_STATE;,,"
<p>Requires Permission:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">MODIFY_PHONE_STATE</a></code>, or the calling app
 has carrier privileges (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges()</a></code>).

 </p>
<p>This method returns before the reload has completed, and <code dir=""ltr"" translate=""no""><a href=""/reference/android/service/carrier/CarrierService#onLoadConfig(android.service.carrier.CarrierIdentifier)"">CarrierService.onLoadConfig(CarrierIdentifier)</a></code> will be called from an arbitrary thread.
 
 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code></p>"
528,android.telephony.CellLocation,requestLocationUpdate,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,"
<p>This method is a no-op for callers that target SDK level 29 or 30 and lack
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code>.
 </p>
<p>This method is a no-op for callers that target SDK level 28 or below and lack
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>.</p>"
529,android.telephony.NetworkRegistrationInfo,getCellIdentity,ACCESS_FINE_LOCATION;,ACCESS_FINE_LOCATION;,"
<p>Require <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code>, otherwise return null.</p>"
530,android.telephony.PhoneStateListener,onActiveDataSubscriptionIdChanged,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Callback invoked when active data subId changes.
 Note, this callback triggers regardless of registered subscription.

 Requires the READ_PHONE_STATE permission.
 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
531,android.telephony.PhoneStateListener,onBarringInfoChanged,ACCESS_FINE_LOCATION;READ_PRECISE_PHONE_STATE;,ACCESS_FINE_LOCATION;,"
<p>Barring info is provided for all services applicable to the current camped/registered
 cell, for the registered PLMN and current access class/access category.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PRECISE_PHONE_STATE"">Manifest.permission.READ_PRECISE_PHONE_STATE</a></code> and <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>"
532,android.telephony.PhoneStateListener,onCallDisconnectCauseChanged,READ_PRECISE_PHONE_STATE;,,"
<p>Callback invoked when call disconnect cause changes on the registered subscription.
 Note, the registration subId comes from <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager"">TelephonyManager</a></code> object which registers
 PhoneStateListener by <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#listen(android.telephony.PhoneStateListener,%20int)"">TelephonyManager#listen(PhoneStateListener, int)</a></code>.
 If this TelephonyManager object was created with
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#createForSubscriptionId(int)"">TelephonyManager#createForSubscriptionId(int)</a></code>, then the callback applies to the
 subId. Otherwise, this callback applies to
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#getDefaultSubscriptionId()"">SubscriptionManager#getDefaultSubscriptionId()</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PRECISE_PHONE_STATE"">Manifest.permission.READ_PRECISE_PHONE_STATE</a></code></p>"
533,android.telephony.PhoneStateListener,onCallForwardingIndicatorChanged,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Callback invoked when the call-forwarding indicator changes on the registered subscription.
 Note, the registration subId comes from <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager"">TelephonyManager</a></code> object which registers
 PhoneStateListener by <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#listen(android.telephony.PhoneStateListener,%20int)"">TelephonyManager#listen(PhoneStateListener, int)</a></code>.
 If this TelephonyManager object was created with
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#createForSubscriptionId(int)"">TelephonyManager#createForSubscriptionId(int)</a></code>, then the callback applies to the
 subId. Otherwise, this callback applies to
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#getDefaultSubscriptionId()"">SubscriptionManager#getDefaultSubscriptionId()</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
534,android.telephony.PhoneStateListener,onCallStateChanged,READ_PHONE_STATE;READ_CALL_LOG;,READ_PHONE_STATE;READ_CALL_LOG;,"
<p>
 Note: The state returned here may differ from that returned by
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#getCallState()"">TelephonyManager#getCallState()</a></code>. Receivers of this callback should be aware that
 calling <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#getCallState()"">TelephonyManager#getCallState()</a></code> from within this callback may return a
 different state than the callback reports.

 Requires Permission:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code> for applications
 targeting API level 31+.</p>
<table class=""responsive"">
    <tbody><tr><th colspan=""2"">Parameters</th></tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">state</code></td>
        <td width=""100%"">
          <code dir=""ltr"" translate=""no"">int</code>: call state
 Value is <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#CALL_STATE_IDLE"">TelephonyManager.CALL_STATE_IDLE</a></code>, <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#CALL_STATE_RINGING"">TelephonyManager.CALL_STATE_RINGING</a></code>, or <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#CALL_STATE_OFFHOOK"">TelephonyManager.CALL_STATE_OFFHOOK</a></code><p></p></td>
      </tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">phoneNumber</code></td>
        <td width=""100%"">
          <code dir=""ltr"" translate=""no"">String</code>: call phone number. If application does not have
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_CALL_LOG"">READ_CALL_LOG</a></code> permission or carrier
 privileges (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>), an empty string will be
 passed as an argument.<p></p></td>
      </tr>
    </tbody></table>"
535,android.telephony.PhoneStateListener,onCellInfoChanged,READ_PHONE_STATE;ACCESS_FINE_LOCATION;,READ_PHONE_STATE;ACCESS_FINE_LOCATION;,"
<p>Callback invoked when a observed cell info has changed or new cells have been added
 or removed on the registered subscription.
 Note, the registration subId s from <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager"">TelephonyManager</a></code> object which registers
 PhoneStateListener by <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#listen(android.telephony.PhoneStateListener,%20int)"">TelephonyManager#listen(PhoneStateListener, int)</a></code>.
 If this TelephonyManager object was created with
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#createForSubscriptionId(int)"">TelephonyManager#createForSubscriptionId(int)</a></code>, then the callback applies to the
 subId. Otherwise, this callback applies to
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#getDefaultSubscriptionId()"">SubscriptionManager#getDefaultSubscriptionId()</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code> and <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>"
536,android.telephony.PhoneStateListener,onCellLocationChanged,ACCESS_FINE_LOCATION;,ACCESS_FINE_LOCATION;,"
<p>Callback invoked when device cell location changes on the registered subscription.
 Note, the registration subId comes from <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager"">TelephonyManager</a></code> object which registers
 PhoneStateListener by <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#listen(android.telephony.PhoneStateListener,%20int)"">TelephonyManager#listen(PhoneStateListener, int)</a></code>.
 If this TelephonyManager object was created with
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#createForSubscriptionId(int)"">TelephonyManager#createForSubscriptionId(int)</a></code>, then the callback applies to the
 subId. Otherwise, this callback applies to
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#getDefaultSubscriptionId()"">SubscriptionManager#getDefaultSubscriptionId()</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>"
537,android.telephony.PhoneStateListener,onDisplayInfoChanged,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p> The <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyDisplayInfo"">TelephonyDisplayInfo</a></code> contains status information shown to the user based on
 carrier policy.

 For clients compiled on Android 11 SDK, requires permission:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code> or that the calling app has carrier
 privileges (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>).
 For clients compiled on Android 12 SDK or newer,
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code> or carrier privileges is not required
 anymore.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
538,android.telephony.PhoneStateListener,onEmergencyNumberListChanged,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Callback invoked when the current emergency number list has changed on the registered
 subscription.

 Note, the registered subscription is associated with <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager"">TelephonyManager</a></code> object
 on which <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#listen(android.telephony.PhoneStateListener,%20int)"">TelephonyManager#listen(PhoneStateListener, int)</a></code> was called.
 If this TelephonyManager object was created with
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#createForSubscriptionId(int)"">TelephonyManager#createForSubscriptionId(int)</a></code>, then the callback applies to the
 given subId. Otherwise, this callback applies to
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#getDefaultSubscriptionId()"">SubscriptionManager#getDefaultSubscriptionId()</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
539,android.telephony.PhoneStateListener,onImsCallDisconnectCauseChanged,READ_PRECISE_PHONE_STATE;,,"
<p>Callback invoked when Ims call disconnect cause changes on the registered subscription.
 Note, the registration subId comes from <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager"">TelephonyManager</a></code> object which registers
 PhoneStateListener by <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#listen(android.telephony.PhoneStateListener,%20int)"">TelephonyManager#listen(PhoneStateListener, int)</a></code>.
 If this TelephonyManager object was created with
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#createForSubscriptionId(int)"">TelephonyManager#createForSubscriptionId(int)</a></code>, then the callback applies to the
 subId. Otherwise, this callback applies to
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#getDefaultSubscriptionId()"">SubscriptionManager#getDefaultSubscriptionId()</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PRECISE_PHONE_STATE"">Manifest.permission.READ_PRECISE_PHONE_STATE</a></code></p>"
540,android.telephony.PhoneStateListener,onMessageWaitingIndicatorChanged,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Callback invoked when the message-waiting indicator changes on the registered subscription.
 Note, the registration subId comes from <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager"">TelephonyManager</a></code> object which registers
 PhoneStateListener by <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#listen(android.telephony.PhoneStateListener,%20int)"">TelephonyManager#listen(PhoneStateListener, int)</a></code>.
 If this TelephonyManager object was created with
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#createForSubscriptionId(int)"">TelephonyManager#createForSubscriptionId(int)</a></code>, then the callback applies to the
 subId. Otherwise, this callback applies to
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#getDefaultSubscriptionId()"">SubscriptionManager#getDefaultSubscriptionId()</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
541,android.telephony.PhoneStateListener,onPreciseDataConnectionStateChanged,READ_PRECISE_PHONE_STATE;,,"
<p>Requires permission <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PRECISE_PHONE_STATE"">Manifest.permission.READ_PRECISE_PHONE_STATE</a></code>
 or the calling app has carrier privileges
 (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>).

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PRECISE_PHONE_STATE"">Manifest.permission.READ_PRECISE_PHONE_STATE</a></code></p>"
542,android.telephony.PhoneStateListener,onRegistrationFailed,ACCESS_FINE_LOCATION;READ_PRECISE_PHONE_STATE;,ACCESS_FINE_LOCATION;,"
<p>Because registration failures are ephemeral, this callback is not sticky.
 Registrants will not receive the most recent past value when registering.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PRECISE_PHONE_STATE"">Manifest.permission.READ_PRECISE_PHONE_STATE</a></code> and <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code></p>"
543,android.telephony.PhoneStateListener,onServiceStateChanged,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,"
<p>Callback invoked when device service state changes on the registered subscription.
 Note, the registration subId comes from <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager"">TelephonyManager</a></code> object which registers
 PhoneStateListener by <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#listen(android.telephony.PhoneStateListener,%20int)"">TelephonyManager#listen(PhoneStateListener, int)</a></code>.
 If this TelephonyManager object was created with
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#createForSubscriptionId(int)"">TelephonyManager#createForSubscriptionId(int)</a></code>, then the callback applies to the
 subId. Otherwise, this callback applies to
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#getDefaultSubscriptionId()"">SubscriptionManager#getDefaultSubscriptionId()</a></code>.

 The instance of <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/ServiceState"">ServiceState</a></code> passed as an argument here will have various levels of
 location information stripped from it depending on the location permissions that your app
 holds. Only apps holding the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission#ACCESS_FINE_LOCATION</a></code> permission will
 receive all the information in <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/ServiceState"">ServiceState</a></code>, otherwise the cellIdentity will be null
 if apps only holding the <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission#ACCESS_COARSE_LOCATION</a></code> permission.
 Network operator name in long/short alphanumeric format and numeric id will be null if apps
 holding neither <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> nor
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>.</p>"
544,android.telephony.ServiceState,getCdmaNetworkId,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,"
<p>Require at least <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>. Otherwise return
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/ServiceState#UNKNOWN_ID"">UNKNOWN_ID</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code></p>"
545,android.telephony.ServiceState,getCdmaSystemId,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,"
<p>Require at least <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>. Otherwise return
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/ServiceState#UNKNOWN_ID"">UNKNOWN_ID</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code></p>"
546,android.telephony.ServiceState,getOperatorAlphaLong,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,"
<p>Get current registered operator name in long alphanumeric format.

 In GSM/UMTS, long format can be up to 16 characters long.
 In CDMA, returns the ERI text, if set. Otherwise, returns the ONS.

 Require at least <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>. Otherwise return null if the
 caller does not hold neither <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> nor
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code></p>"
547,android.telephony.ServiceState,getOperatorAlphaShort,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,"
<p>Get current registered operator name in short alphanumeric format.

 In GSM/UMTS, short format can be up to 8 characters long.

 Require at least <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>. Otherwise return null if the
 caller does not hold neither <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> nor
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code></p>"
548,android.telephony.ServiceState,getOperatorNumeric,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,ACCESS_FINE_LOCATION;ACCESS_COARSE_LOCATION;,"
<p>Get current registered operator numeric id.

 In GSM/UMTS, numeric format is 3 digit country code plus 2 or 3 digit
 network code.

 Require at least <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>. Otherwise return null if the
 caller does not hold neither <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> nor
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code>.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_FINE_LOCATION"">Manifest.permission.ACCESS_FINE_LOCATION</a></code> or <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#ACCESS_COARSE_LOCATION"">Manifest.permission.ACCESS_COARSE_LOCATION</a></code></p>"
549,android.telephony.SmsManager,getSmsCapacityOnIcc,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code>
 or android.Manifest.permission.READ_PRIVILEGED_PHONE_STATE"
550,android.telephony.SmsManager,getSmsMessagesForFinancialApp,SMS_FINANCIAL_TRANSACTIONS;,,"
<code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SMS_FINANCIAL_TRANSACTIONS"">Manifest.permission.SMS_FINANCIAL_TRANSACTIONS</a></code>"
